chr	start	end	ID	gene	mean	BMS-59.stitched.bam	BMS-60.stitched.bam	BMS-61.stitched.bam	BMS-62.stitched.bam	BMS-63.stitched.bam	BMS-64.stitched.bam	BMS-66.stitched.bam	BMS-67.stitched	BMS-68.stitched	BMS-69.stitched	BMS-70.stitched	BMS-71.stitched	BMS-72.stitched
chr1	2488081	2488194	1	TNFRSF14_Exon1_NM001297605	1.77494428078776088	2.67001232871454818	1.12698317787457058	2.44097857809004713	1.88261388141764162	2.20407208966784399	2.22853932094759675	1.85232477534758579	1.71441341582648182	2.11541740447896251	1.40177691380012223	0.995808056202196714	1.57981777197998441	0.861517935893309755
chr1	2489142	2489295	2	TNFRSF14_Exon2_NM003820	1.13609450331672746	1.66184812938225535	0.735843046802066405	1.54479980794159238	1.22361820639909613	1.39294278706428774	1.46388983166882277	1.25282471176944465	1.10922798172036589	1.24989368212351772	0.887065907385211937	0.581668884219107176	1.07915881158996298	0.586446755051725841
chr1	2489759	2489929	3	TNFRSF14_Exon3_NM003820	1.59570036799320833	2.10090638263182686	1.1442962527810495	1.97159183998673232	1.80343798116560484	1.95209570726172523	2.01432266329631182	1.90730865870626241	1.79219847290736388	1.69256436120893024	1.28262727056001237	0.777267370031091691	1.38137335581016839	0.924114467564628752
chr1	2490319	2490438	4	TNFRSF14_Intron3_Additional1	1.29352916075796389	1.87878889504053006	0.866468112253112385	1.78121521927855036	1.48227779273885329	1.59052332423652714	1.84753371424903088	1.30332387027585972	1.32613221000918599	1.29081282052637097	0.994947794993902186	0.628709418681378798	1.13960887428757775	0.685537043282651078
chr1	2491239	2491439	5	TNFRSF14_Exon4_NM003820	1.09721584311997605	1.47374411266855696	0.71426233842946154	1.45458514256185439	1.27285854561087684	1.36034199843086824	1.61509221791619228	1.37796422576973492	1.0621604587514989	1.23394451795058741	0.789325250695162401	0.487965970489268123	0.847584100251385949	0.573977081034240657
chr1	2492040	2492179	6	TNFRSF14_Exon5_NM001297605	1.07769373021863491	1.47488506148970938	0.749763228982400342	1.40915394695495615	1.19927511509917184	1.24688954825531222	1.33054820536573524	1.23214313722666716	1.13837992599247959	1.19266308861501432	0.931444393948358899	0.490499858030198462	0.91775964031609648	0.696613342566153782
chr1	2493089	2493276	7	TNFRSF14_Exon6_NM003820	1.04502834529005389	1.32659792588895139	0.796816032498333011	1.12946678414298244	1.29742496777025504	1.33636290596496464	1.24282638550772129	1.13916784900801445	1.32012463219830875	1.07235196591279077	0.891946892043073151	0.488816963718183442	0.867583592148311307	0.675881591968810922
chr1	2494281	2494357	8	TNFRSF14_Exon7_NM003820	1.29969253924489754	1.87636527675487406	0.883963998328314975	1.61451473768408529	1.32412315307837342	1.57557479675310113	1.83480421649955695	1.42327891474659337	1.35073721486262596	1.39499510053889868	1.17017139451711978	0.559694149833131094	1.15934786237180356	0.728432194215189762
chr1	2494564	2494734	9	TNFRSF14_Exon8_NM003820	1.41457432048846159	1.96438539025863956	1.08060360872998539	1.78079262966543564	1.60770129827829473	1.6665918310478393	1.83088778158719751	1.63517017878455939	1.54277845522684829	1.39311066653350412	1.17757999205386885	0.689425509719358726	1.15715370017703339	0.863285124287435769
chr1	4367256	4367353	10	iSNP_chr1_1	1.35698206014596692	1.5153361009120103	1.17334445607191086	1.54493534642002551	1.60864168070033365	1.61191090815723346	1.6074190665231666	1.56885787792867873	1.36944820187348687	1.30291215339056985	1.21692398822013889	0.859940985932106222	1.07225386787000424	1.18884214789790472
chr1	8073247	8074478	11	ERRFI1_Exon4_NM018948	1.4742461725442088	1.37483379728033946	1.33537712473946536	1.37751168867033302	1.46781285604160584	1.40330332619870533	1.34435878391273704	1.42370398729484043	1.42354084961345147	1.58998245944447724	1.67221443125795108	1.71155722802212728	1.52722061324766564	1.51378309735101526
chr1	8075345	8075466	12	ERRFI1_Exon3_NM018948	1.61249329384990307	1.43002292011106299	1.51108524982905852	1.57098561794433012	1.64066698048807278	1.63363180507410664	1.57548624427538063	1.5217044984231626	1.49215981496433889	1.74873210415559658	1.67954103304120043	2.02823108303048842	1.7903863610857123	1.33977910762622895
chr1	8075532	8075701	13	ERRFI1_Exon2_NM018948	1.61966592709783735	1.39159859681386981	1.52383537384407749	1.52649870484108831	1.6497115382545681	1.55919102603406551	1.58292882180452627	1.66759277416968014	1.56071068588804477	1.7431795084694795	1.66111447976223633	2.14210023352979797	1.72389986491807312	1.32329544394237822
chr1	8080000	8080120	14	ERRFI1_Intron1_Pseudo1	1.03890602300776598	0.786512606061084642	1.1607019338245054	0.613934668352957844	0.69188799962350962	0.962875817819379989	0.990432993379085736	0.885944612046919518	0.982989919304788874	0.907474892125095675	0.709856984505264829	1.92823235118634029	1.69676440408139974	1.18816911679062556
chr1	8085000	8085120	15	ERRFI1_Intron1_Pseudo2	1.42129354732094873	1.07447077330749268	1.5657171845848231	1.14196038993980213	1.24916743900898235	1.10702728473129298	1.33528672539721625	1.46037254005739103	1.45943007839125411	1.45896877981900544	1.16374876705055995	2.17963161470476797	1.8883088335167412	1.39272570466300432
chr1	9770491	9770676	16	PIK3CD_Exon3_NM005026	0.775381663955425525	1.1207020563103448	0.840015209103438252	1.04110090794214344	0.675807733778857645	0.758015060854037358	0.837508230954752723	0.515193779924568417	0.521006198281632438	0.841074290262283796	0.821469717918042318	0.658801961912074261	0.742364085973728784	0.7069023982046276
chr1	9775576	9775849	17	PIK3CD_Exon4_NM005026	1.04491807052366667	1.55007168263524878	0.9451294820914021	1.52798652034288274	1.17568004040870023	1.29740934051946869	1.42819482162813074	0.985704728538678919	0.892583263029751862	1.05154555086772902	0.858232417509532984	0.522689457776774908	0.747233763181826565	0.60147384827753923
chr1	9775884	9776158	18	PIK3CD_Exon5_NM005026	1.00939350819400233	1.44465340469518359	0.872524770094018982	1.64813033710457481	1.17433687004745761	1.2283163759824547	1.46736115951949538	1.02419757742686821	0.848989912550082007	0.964505092751792982	0.767113502054534916	0.467382426409806785	0.697669126191499177	0.516935051694261094
chr1	9776475	9776699	19	PIK3CD_Exon6_NM005026	0.882291280851254691	1.41139410865177074	0.77450927247565274	1.39639455283595726	0.910771133467717464	1.07663751639480092	1.19338770330241678	0.82613467119088416	0.709251896409584637	0.832971835868309728	0.707943623361045786	0.433663729569287745	0.702899647302904813	0.493826960235978208
chr1	9776994	9777188	20	PIK3CD_Exon7_NM005026	1.3741349931889353	1.92208421220944464	1.30843762858181194	2.08799567372706468	1.59115644504054741	1.75907785465923652	1.67212021133919343	1.53879265727150892	1.29221132328782221	1.12607206251882	1.03834361475969491	0.67566791751808346	1.03769688317806119	0.814098427364869538
chr1	9777572	9777706	21	PIK3CD_Exon8_NM005026	1.49320848292229065	2.20731577967228795	1.38193376700006379	2.28360804254154051	1.73584770217408767	1.87996406637765097	1.91734479285739961	1.63029372909516139	1.28712596936802932	1.29332515568611196	1.08081106624194082	0.774459820749305563	1.10638349539518125	0.833296890831017699
chr1	9778729	9778995	22	PIK3CD_Exon9_NM005026	1.33926383585962505	1.966039153324146	1.2688190724304385	2.02003395458483037	1.49445864697357348	1.68006593234221683	1.77618780693085501	1.24337566256748966	1.20611524746236847	1.30388149271962674	1.01374572904236997	0.721307962094977458	0.992286555495866648	0.724112650206366534
chr1	9779956	9780097	23	PIK3CD_Exon10_NM005026	1.17101094468142792	1.75938873859031142	0.975614436520409773	1.75116939749503915	1.20861303022237379	1.50791784433366535	1.59960387948311017	1.29457816181738014	1.02651506236773812	1.00150316757621699	0.897967977187622577	0.593730175543520686	0.918326484385041314	0.68821392533613352
chr1	9780147	9780322	24	PIK3CD_Exon11_NM005026	1.09281635255037164	1.55902639290422024	0.941451725022319677	1.68249828565495146	1.20640037644192606	1.41072503540978929	1.46365543349712698	1.22940201383867506	0.997715791454991889	1.00170050810184777	0.802080991656622685	0.530093304218856075	0.769461336531685969	0.612401388421818187
chr1	9780646	9780741	25	PIK3CD_Exon12_NM005026	0.984313625564634541	1.48751995900422566	0.819852323724283339	1.49541119146148884	1.08140266498599742	1.37713634409050859	1.49674605565364702	1.05908695714967095	0.788629181348365469	0.964556111270319922	0.71244170043692915	0.392182851088747178	0.64721854577625903	0.473893246349806472
chr1	9780777	9780989	26	PIK3CD_Exon13_NM005026	1.10000834351883434	1.66401058628450942	0.905407868907708061	1.47780783714557049	1.26481250940645984	1.53921762342835837	1.54772501207099798	1.28058243457777102	1.06269180465382581	0.95424764312279964	0.793503357545935053	0.469594850723100757	0.740879396872547147	0.599627541005262829
chr1	9781162	9781328	27	PIK3CD_Exon14_NM005026	1.24263893933855179	1.9014249058241509	1.04734460757845766	1.79643862823292406	1.39344186694603972	1.59849796037540668	1.7391355913801911	1.40545850782914252	1.21697416906441136	1.08534317101061986	0.85740094968658948	0.569737367082123449	0.872334871404326156	0.670773614986790336
chr1	9781479	9781667	28	PIK3CD_Exon15_NM005026	1.22967746437617508	1.80099590470562284	0.999393947607333893	1.73868651991615394	1.38159935018785098	1.62136900916208685	1.74843658826979955	1.43418953220945055	1.19213671064623332	1.06664796609410571	0.886252598077628911	0.556020286015756535	0.889458972856665385	0.670619651141587588
chr1	9781796	9781940	29	PIK3CD_Exon16_NM005026	0.740233983465981825	1.13356666583940478	0.558818510542716823	1.05116231612195854	0.773999221368712123	1.08346854984763083	1.16858018195717211	0.683053722089374774	0.619165572294833232	0.791581249058984202	0.576665789299350359	0.296441631565479304	0.542709216733467463	0.343829158338679193
chr1	9782010	9782233	30	PIK3CD_Exon17_NM005026	0.886068030335507806	1.25120435162551435	0.710667618294995781	1.24029103938827401	1.0140913955152555	1.17786352518733208	1.26733911420260404	0.996877166547320509	0.906862109531941936	0.793035588765122437	0.632638991182738771	0.3909653120546669	0.643348778686415927	0.493699403379419246
chr1	9782279	9782436	31	PIK3CD_Exon18_NM005026	1.21894991279333266	1.73776827234546842	1.06584679390605254	1.71684432375219011	1.33339638778468136	1.55962776890163238	1.58774085209663615	1.2816975914550158	1.1885903241860625	1.18703411398062849	0.904276413382502967	0.631220316426523507	0.935761639343356037	0.716544068752574359
chr1	9782563	9782686	32	PIK3CD_Exon19_NM005026	1.35722396628641471	2.08604569647015652	1.1433959410164696	2.01357079273341705	1.43276038263120242	1.66714602035941998	1.81455807206858177	1.42798687544817026	1.12576213127149189	1.31181676850921029	1.10197157281688604	0.723539343784743073	1.03870027994611994	0.756657684667522472
chr1	9783160	9783372	33	PIK3CD_Exon20_NM005026	1.01560267307437944	1.47912052114178615	0.851431630568979311	1.48848221157118055	1.08194805021516444	1.10509963184897577	1.26001283110621593	1.0723627320805065	0.84714582540800265	1.01793375497235191	0.883635904528328949	0.604069739793806883	0.880923673110650571	0.63066824362098309
chr1	9784004	9784172	34	PIK3CD_Exon21_NM005026	1.46364847936053634	1.95246689092447241	1.44428584900424322	1.99805651450804174	1.59895739768468107	1.51149110936763138	1.70559005578364481	1.54574767990729902	1.32583453723477315	1.49137859739490172	1.30002259965549399	0.880795276827062686	1.27924315372888759	0.993560569665839692
chr1	9784311	9784501	35	PIK3CD_Exon22_NM005026	1.0041004829667685	1.37487018108693484	1.00894938417253826	1.3432233268437267	1.06269915977397546	1.11903376868972007	1.15404282084191543	0.93350352349555977	0.988862689804191596	0.975040416827606008	0.894781660707066689	0.608915479322002197	0.903283204074031294	0.68610066292872213
chr1	9784839	9785016	36	PIK3CD_Exon23_NM005026	1.08040855923040423	1.5253842707158574	0.996158514206453998	1.52000947564682106	1.03032586107622813	1.16516703220555639	1.25320771439474852	0.882986345664075499	0.981639039892093333	1.18420659066069396	1.06542866878095393	0.689430522665789802	0.991269476625834887	0.760097757460148123
chr1	9786944	9787126	37	PIK3CD_Exon24_NM005026	1.0636848135208099	1.44380534241802423	1.05667909907643883	1.58186669601500971	1.06503476232292925	1.09255523412165785	1.20908042494977064	0.880579076455612916	0.794099370510551155	1.14924118608712867	1.04695196968293258	0.759999312021092903	0.926148889577475179	0.82186121253190475
chr1	11167519	11167579	38	MTOR_Exon58_NM004958	1.19187557180455901	1.3065564603419111	1.33501229491122441	1.11891164812450337	1.15763361804711726	1.21759006032392528	1.15387078106540351	1.15106519420559868	1.0113283674288909	1.17307729957634319	1.18458314395427841	1.32990210401248242	1.17799824102734996	1.17685322044023865
chr1	11168215	11168365	39	MTOR_Exon57_NM004958	1.12783107061742903	1.18621573373147192	1.08441551697243544	1.08957688581412314	1.23516814874422651	1.07931661439288641	1.14798702070869607	0.977411212891663827	0.993262606749775857	1.21734436748488444	1.23696672016934198	1.13330787994107197	1.04200169612825753	1.23882951429774235
chr1	11169324	11169449	40	MTOR_Exon56_NM004958	0.937641702709845464	0.955161538639428693	1.04635433695161773	0.848864207655803009	0.895523829551611828	0.874649521954069358	0.931987640502458498	0.848385862907773304	0.875658047034752467	0.885341358170825049	0.807183288041206799	1.08966496779427293	1.09103707006370494	1.03953046596046643
chr1	11169683	11169808	41	MTOR_Exon55_NM004958	1.08856138135682615	1.19653065315522385	1.22058266963311946	1.13852403206915759	1.06868428144182248	1.01706557314781951	1.06692187801628246	0.9565550604285144	0.924116793326966924	1.10136464956450636	1.0771968127133981	1.25136497408932561	1.14466951030560055	0.987721069747002667
chr1	11172886	11172996	42	MTOR_Exon54_NM004958	1.55855156864697768	1.5824024115983074	1.50111981547621547	1.66865271323981096	1.6050235237109926	1.38324337887583235	1.36752854351351712	1.37139646589353128	1.48487027613902752	1.42861900977564951	1.77443952902059339	1.69763066310443708	1.57588826035440017	1.82035580170839497
chr1	11174352	11174532	43	MTOR_Exon53_NM004958	1.22936810053736048	1.3796204729268206	1.04996358678117803	1.27256992689316177	1.33711169836449978	1.24931271323657927	1.28026267020948926	1.10835132263558926	1.1087417828554916	1.29604137710006889	1.46237483600385794	1.1296206907428017	1.03753232610809956	1.27028190312804853
chr1	11174847	11174966	44	MTOR_Exon52_NM004958	1.15537450958775723	1.15067693571686443	1.22215430630450936	1.04802224052450887	1.09949176933925931	1.17419290662359412	1.19982564136779169	1.07050789686760786	1.13145421554319101	1.20339466121118447	1.11500182757235192	1.19277331245801905	1.13960887428757775	1.2727640368243842
chr1	11175430	11175547	45	MTOR_Exon51_NM004958	1.52459341550096464	1.61556323453208643	1.55012652936243632	1.66982493151395202	1.65810134200904929	1.33062892534073532	1.51536164172750022	1.48648805039396177	1.28703785230296681	1.60042476284726067	1.62248664092693977	1.44909113946006518	1.4668701604621021	1.56770919063348436
chr1	11177038	11177165	46	MTOR_Exon50_NM004958	0.789627133003505332	0.716765070193785668	0.973683628858652733	0.722644875812516556	0.656296224404664905	0.647970816789273295	0.67022362068530944	0.679501964509055636	0.743047498057163243	0.725003946848549646	0.801502463562622597	0.986989549529827088	0.88381917833944956	1.05770389145469895
chr1	11181280	11181447	47	MTOR_Exon49_NM004958	0.969392933148894715	1.1642888092079274	0.893716666424192285	1.22709142598596548	0.932426242415335781	0.79245175926925717	0.935999402055055826	0.773929843127880774	0.780155779943467331	1.14246145320845987	1.19659543654034022	0.876133960285777896	0.919872050342178736	0.966985302129792524
chr1	11182013	11182205	48	MTOR_Exon48_NM004958	0.896991192854453186	1.05701062324124592	0.80041779778423545	1.04112214449787006	0.870749124039801138	0.842341399491336237	0.887671484371313433	0.727700764570957896	0.70846120310255054	1.10552390948674638	1.08729404466280737	0.772267112620670023	0.84199738772618849	0.918328511512168477
chr1	11184532	11184712	49	MTOR_Exon47_NM004958	0.916724685920409037	1.0085698992112998	0.961099481129125203	0.944299967705573385	0.889313887972630393	0.842516340591957491	0.918520366797105913	0.774004810691032762	0.796428469154450565	0.968956930886958526	1.0000500913784863	0.860623478778084084	0.956658011457622057	0.996379181210991011
